GrossElecPower; WallLoad; BMax; SigmaMax; Li6; NeutShield; BlktSupport; ThermalEff; Kappa; PlasmaT; SafetyFac; GamCD; ElectEffCD; PowerRecirc; ZEff; RMajor; RMinor; Aspect; StableKappa; BootFrac; PlasVol; PlasSurf; FusPower; PowerCD; PowerCDElec; CoolantPower; NetElecPower; HFact; n_nG; DivLoad; MagField; betaN; LineRad; BremRad; SynchRad; MagThk; BlnkThk; Bore; WallLoadCalc; ExitCode; 
1000.0; 4.0; 13.0; 300.0; 0.075; 0.99; 0.3; 0.4; 1.0; 15.0; 3.5; 0.5; 0.5; 0.05; 1.0; 5.050076342728318; 1.9801680858999242; 2.5503271054049015; 1.7825125834779327; 1.0; 390.8695133142704; 394.78417625000003; 1959.9999999999998; 0.0; 0.0; 125.0; 875.0; 2.061343203750203; 2.7531366546525464; 39.28770683562736; 4.833648490914763; 11.059243390146374; 0.0; 19.007167354067622; 6.602935275397729; 0.8008094014370107; 1.192193341979695; 1.0769055134116883; 3.9717903967028616; 0; 
1000.0; 4.0; 13.0; 300.0; 0.075; 0.99; 0.3; 0.4; 1.1; 15.0; 3.5; 0.5; 0.5; 0.05; 1.0; 4.815058865625653; 1.9801680858999242; 2.431641485342574; 1.8092494490548772; 1.0; 409.9474040439677; 394.78417625000003; 1959.9999999999998; 0.0; 0.0; 125.0; 875.0; 1.9803012121580394; 2.4706722007756454; 39.76080178274735; 4.435058280003734; 10.816543714853854; 0.0; 19.00716735406763; 5.604811683958902; 0.8008094014370107; 1.192193341979695; 0.8418880363090232; 3.9717903967028616; 0; 
1000.0; 4.0; 13.0; 300.0; 0.075; 0.99; 0.3; 0.4; 1.2; 15.0; 3.5; 0.5; 0.5; 0.05; 1.0; 4.6100678833924835; 1.9801680858999242; 2.3281194744118667; 1.83647215452617; 1.0; 428.17609896658354; 394.78417625; 1959.9999999999998; 0.0; 0.0; 125.0; 875.0; 1.9127529233238676; 2.238734712262011; 39.74902812037502; 4.0542101319153225; 10.721834290712938; 0.0; 19.00716735406763; 4.693537037010334; 0.8008094014370107; 1.192193341979695; 0.6368970540758533; 3.971790396702862; 0; 
1000.0; 4.0; 13.0; 300.0; 0.075; 0.99; 0.3; 0.4; 1.3; 15.0; 3.5; 0.5; 0.5; 0.05; 1.0; 4.429209954502584; 1.9801680858999242; 2.2367848396514516; 1.8642740369787432; 0.9932972219992964; 445.6598135013914; 394.7841762499999; 1960.0; 0.7339003502910979; 1.4678007005821958; 125.0; 873.5321992994178; 1.85891197679106; 2.0494475560746817; 39.34717522622301; 3.688926696619751; 10.787219015375273; 0.0; 19.007167354067622; 3.871254398479586; 0.8008094014370107; 1.192193341979695; 0.4560391251859536; 3.9717903967028625; 0; 
1000.0; 4.0; 13.0; 300.0; 0.075; 0.99; 0.3; 0.4; 1.4; 15.0; 3.5; 0.5; 0.5; 0.05; 1.0; 4.268093507760665; 1.9801680858999242; 2.1554198040824146; 1.8927431451610601; 0.9509777516297997; 462.4830451097083; 394.7841762500001; 1960.0; 5.384975685064546; 10.769951370129093; 125.0; 864.2300486298709; 1.8157147253567965; 1.896897503048387; 38.894546140921044; 3.3374425870831597; 11.035773381487383; 0.0; 19.007167354067626; 3.1381399340795717; 0.8008094014370107; 1.192193341979695; 0.29492267844403475; 3.9717903967028607; 0; 
1000.0; 4.0; 13.0; 300.0; 0.075; 0.99; 0.3; 0.4; 1.5; 15.0; 3.5; 0.5; 0.5; 0.05; 1.0; 4.123370067261667; 1.9801680858999242; 2.0823333618104063; 1.9219648785136363; 0.9254281707811824; 478.7154318149791; 394.78417625; 1960.0; 8.161844787892491; 16.323689575784982; 125.0; 858.676310424215; 1.7933838692147925; 1.7768780677245612; 37.77950979600359; 2.9983028712668927; 11.506807253497211; 0.0; 19.00716735406762; 2.4929312661567056; 0.8008094014370107; 1.192193341979695; 0.15019923794503665; 3.971790396702862; 0; 
1000.0; 4.0; 13.0; 300.0; 0.075; 0.99; 0.3; 0.4; 1.6; 15.0; 3.5; 0.5; 0.5; 0.05; 1.0; 3.9924359001886485; 1.9801680858999242; 2.0162106078859523; 1.9520239919952835; 0.9187651476909577; 494.4151719978418; 394.78417625000003; 1959.9999999999998; 8.780471777056384; 17.560943554112768; 125.0; 857.4390564458872; 1.7948074821879434; 1.6868131674058604; 36.001245786959124; 2.6702916230949705; 12.265379818199131; 0.0; 19.00716735406763; 1.9332776761323172; 0.8008094014370107; 1.192193341979695; 0.01926507087201823; 3.9717903967028616; 0; 
